id,academy,class,profession,number,adward_name,weight_average,average_score,rank_average,ability_evaluation_score,basic_quality_evaluation_score,overall_evaluation_score,overall_evaluation_ranking,research_innovation_score,research_innovation_ranking,professional_skill_score,professional_skill_ranking,stylistic_specialties_score,stylistic_specialties_ranking,group_work_score,group_work_ranking,social_practice_score,social_practice_ranking,counselor_reason,director_reason
5146,公共管理学院（公共管理硕士专业学位教育中心）,行管1701,行政管理,201721100138,优秀学生奖学金（二等奖）,87.45,88.40,15,2.48,100,63.84,16,0.50,9,8.00,15,3.00,16,1.50,28,2.00,8,暂无数据,暂无数据
5147,公共管理学院（公共管理硕士专业学位教育中心）,行管1701,行政管理,201721100010,科研创新奖学金,85.96,86.92,24,5.02,100,63.78,18,3.00,7,6.00,26,7.50,8,14.50,8,2.00,8,暂无数据,暂无数据
5148,公共管理学院（公共管理硕士专业学位教育中心）,行管1701,行政管理,201721100092,紫光励学金,88.04,88.38,12,3.35,95,63.68,19,0.00,14,13.00,7,8.00,5,2.00,22,0.00,15,暂无数据,暂无数据
5149,公共管理学院（公共管理硕士专业学位教育中心）,行管1701,行政管理,201721100116,社会实践奖学金,86.23,86.96,23,5.15,96,63.37,20,0.00,14,0.00,32,2.50,24,11.50,11,14.50,1,暂无数据,暂无数据
5150,公共管理学院（公共管理硕士专业学位教育中心）,行管1701,行政管理,201721100085,优秀学生奖学金（三等奖）,88.34,88.64,10,1.95,94,63.27,22,0.00,14,13.00,7,0.00,29,0.00,31,0.00,15,暂无数据,暂无数据
5151,公共管理学院（公共管理硕士专业学位教育中心）,行管1701,行政管理,201721100091,优秀学生奖学金（三等奖）,87.00,88.40,19,2.15,91,62.14,26,0.00,14,13.00,7,0.00,29,2.00,22,0.00,15,暂无数据,暂无数据
5152,公共管理学院（公共管理硕士专业学位教育中心）,行管1701,行政管理,201721100132,社会实践奖学金,83.58,84.96,31,3.50,100,62.02,28,0.00,14,3.00,28,0.00,29,0.50,29,12.00,2,暂无数据,暂无数据
5153,公共管理学院（公共管理硕士专业学位教育中心）,行管1701,行政管理,201721100241,科研创新奖学金,83.25,84.24,33,3.75,96,61.31,30,6.00,5,8.00,15,3.00,16,0.00,31,0.00,15,暂无数据,暂无数据
5154,公共管理学院（公共管理硕士专业学位教育中心）,行管1701,行政管理,201721100054,文体佳绩奖学金,83.21,85.08,34,3.12,97,61.25,31,0.00,14,3.00,28,10.50,3,11.00,12,0.00,15,暂无数据,暂无数据
5155,公共管理学院（公共管理硕士专业学位教育中心）,行管1701,行政管理,201721100118,社会工作奖学金,82.66,83.65,37,4.58,91,60.49,33,0.00,14,8.00,15,10.50,3,18.00,3,0.00,15,暂无数据,暂无数据
5156,公共管理学院（公共管理硕士专业学位教育中心）,行管1701,行政管理,201721100118,文体佳绩奖学金,82.66,83.65,37,4.58,91,60.49,33,0.00,14,8.00,15,10.50,3,18.00,3,0.00,15,暂无数据,暂无数据
5157,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100117,优秀学生奖学金（一等奖）,92.05,91.88,2,9.27,100,68.41,1,13.00,1,31.50,1,0.00,24,0.00,16,0.00,3,暂无数据,暂无数据
5158,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100047,国家励志奖学金,92.73,92.79,1,3.25,100,66.98,2,0.00,7,3.00,23,8.00,4,16.00,3,0.00,3,暂无数据,暂无数据
5159,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100262,优秀学生奖学金（一等奖）,90.48,90.39,4,5.30,100,66.35,3,7.00,3,11.00,8,1.00,15,10.50,6,0.00,3,暂无数据,暂无数据
5160,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100235,优秀学生奖学金（一等奖）,91.12,91.00,3,2.40,100,65.84,4,0.00,7,8.00,10,8.00,4,0.00,16,0.00,3,暂无数据,暂无数据
5161,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100245,优秀学生奖学金（二等奖）,88.51,89.35,7,5.02,100,65.19,5,0.00,7,3.00,23,16.00,1,18.00,2,1.50,1,暂无数据,暂无数据
5162,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100090,国家励志奖学金,89.69,89.56,5,2.02,100,64.94,6,0.00,7,8.00,10,1.00,15,5.50,13,0.50,2,暂无数据,暂无数据
5163,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100016,国家励志奖学金,88.81,89.08,6,3.05,100,64.76,7,0.00,7,18.00,4,1.00,15,2.00,14,0.00,3,暂无数据,暂无数据
5164,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100165,优秀学生奖学金（二等奖）,88.35,88.48,8,3.45,100,64.63,8,0.00,7,23.00,3,0.00,24,0.00,16,0.00,3,暂无数据,暂无数据
5165,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100264,优秀学生奖学金（二等奖）,88.09,88.31,9,1.88,100,64.01,9,0.00,7,8.00,10,4.50,10,0.00,16,0.00,3,暂无数据,暂无数据
5166,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100208,优秀学生奖学金（二等奖）,87.58,87.88,11,2.28,100,63.85,10,0.00,7,8.00,10,0.50,23,10.00,7,0.00,3,暂无数据,暂无数据
5167,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100248,优秀学生奖学金（二等奖）,85.59,85.50,18,5.40,100,63.69,11,0.00,7,30.00,2,6.00,8,0.00,16,0.00,3,暂无数据,暂无数据
5168,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100225,优秀学生奖学金（三等奖）,88.05,88.04,10,0.45,100,63.56,13,0.00,7,3.00,23,0.00,24,0.00,16,0.00,3,暂无数据,暂无数据
5169,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100176,优秀学生奖学金（三等奖）,87.01,86.63,12,1.80,100,63.40,14,3.00,5,5.00,22,0.00,24,0.00,16,0.00,3,暂无数据,暂无数据
5170,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100018,优秀学生奖学金（三等奖）,86.15,87.48,15,2.55,100,63.15,15,0.00,7,16.00,5,1.00,15,0.00,16,0.00,3,暂无数据,暂无数据
5171,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100200,优秀学生奖学金（三等奖）,86.62,86.36,14,1.65,100,63.14,16,0.00,7,8.00,10,3.00,11,0.00,16,0.00,3,暂无数据,暂无数据
5172,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100030,社会工作奖学金,82.52,84.35,31,9.05,100,63.10,17,10.00,2,8.00,10,13.00,2,24.00,1,0.00,3,暂无数据,暂无数据
5173,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100030,科研创新奖学金,82.52,84.35,31,9.05,100,63.10,17,10.00,2,8.00,10,13.00,2,24.00,1,0.00,3,暂无数据,暂无数据
5174,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100030,文体佳绩奖学金,82.52,84.35,31,9.05,100,63.10,17,10.00,2,8.00,10,13.00,2,24.00,1,0.00,3,暂无数据,暂无数据
5175,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100015,优秀学生奖学金（三等奖）,85.94,87.20,16,2.70,100,63.08,18,0.00,7,13.00,7,1.00,15,6.00,12,0.00,3,暂无数据,暂无数据
5176,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100178,优秀学生奖学金（三等奖）,85.53,86.32,19,2.85,100,62.90,19,0.00,7,8.00,10,3.00,11,12.00,4,0.00,3,暂无数据,暂无数据
5177,公共管理学院（公共管理硕士专业学位教育中心）,公管1701,公共事业管理,201721100171,优秀学生奖学金（三等奖）,85.82,87.08,17,2.25,100,62.88,20,3.00,5,8.00,10,0.00,24,0.00,16,0.00,3,暂无数据,暂无数据
5178,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100050,国家奖学金,91.63,91.92,4,12.25,96,68.47,1,15.00,1,30.00,1,6.00,2,16.00,5,0.00,13,暂无数据,暂无数据
5179,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100068,优秀学生奖学金（一等奖）,93.84,93.67,1,6.67,96,68.01,2,3.00,6,27.50,2,6.00,2,6.00,18,0.00,13,暂无数据,暂无数据
5180,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100236,国家励志奖学金,91.90,91.83,3,7.85,95,67.15,3,0.50,15,18.00,5,0.50,14,14.00,8,14.00,4,暂无数据,暂无数据
5181,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100031,优秀学生奖学金（一等奖）,90.23,90.42,5,8.20,96,66.49,4,1.00,14,21.00,4,5.00,6,12.00,9,11.00,5,暂无数据,暂无数据
5182,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100064,优秀学生奖学金（一等奖）,89.16,90.24,8,10.10,95,66.32,5,13.00,2,23.00,3,6.00,2,12.00,9,0.00,13,暂无数据,暂无数据
5183,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100071,优秀学生奖学金（二等奖）,93.02,92.71,2,2.88,91,65.68,6,0.00,19,14.00,9,0.00,15,1.50,24,2.50,6,暂无数据,暂无数据
5184,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100033,优秀学生奖学金（二等奖）,86.50,87.46,15,12.72,95,65.64,7,9.50,3,13.00,10,6.50,1,26.00,1,15.50,2,暂无数据,暂无数据
5185,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100045,优秀学生奖学金（二等奖）,85.22,86.33,20,9.80,95,64.06,8,9.50,3,3.00,28,6.00,2,15.00,7,14.50,3,暂无数据,暂无数据
5186,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100109,国家励志奖学金,89.81,90.16,6,1.95,93,63.93,9,0.00,19,13.00,10,0.00,15,0.00,28,0.00,13,暂无数据,暂无数据
5187,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100189,优秀学生奖学金（二等奖）,88.41,88.92,9,2.80,93,63.42,10,3.00,6,8.00,18,3.00,9,1.00,26,0.00,13,暂无数据,暂无数据
5188,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100154,国家励志奖学金,87.16,88.44,12,4.20,94,63.30,11,3.00,6,16.00,7,5.00,6,0.00,28,0.00,13,暂无数据,暂无数据
5189,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100170,优秀学生奖学金（二等奖）,89.33,89.96,7,1.15,92,63.28,12,0.00,19,5.00,27,0.00,15,4.00,22,0.00,13,暂无数据,暂无数据
5190,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100114,紫光励学金,87.65,88.08,11,2.10,94,62.94,13,0.00,19,13.00,10,0.00,15,1.50,24,0.00,13,暂无数据,暂无数据
5191,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100203,优秀学生奖学金（三等奖）,88.03,88.72,10,2.88,91,62.93,14,0.00,19,13.00,10,2.50,10,5.50,19,0.00,13,暂无数据,暂无数据
5192,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100026,优秀学生奖学金（三等奖）,86.57,87.76,14,3.60,93,62.64,15,0.00,19,18.00,5,0.00,15,9.00,15,0.00,13,暂无数据,暂无数据
5193,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100227,优秀学生奖学金（三等奖）,86.28,86.83,16,4.62,92,62.64,15,0.50,15,14.50,8,0.00,15,21.50,2,0.50,9,暂无数据,暂无数据
5194,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100021,优秀学生奖学金（三等奖）,86.70,87.71,13,3.05,92,62.40,17,3.00,6,8.00,18,0.00,15,8.00,17,0.00,13,暂无数据,暂无数据
5195,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100007,优秀学生奖学金（三等奖）,85.84,86.75,18,4.25,92,62.29,18,3.00,6,10.00,17,0.00,15,17.00,4,0.00,13,暂无数据,暂无数据
5196,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100219,优秀学生奖学金（三等奖）,86.00,86.83,17,3.45,93,62.28,19,3.00,6,8.00,18,0.00,15,12.00,9,0.00,13,暂无数据,暂无数据
5197,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100110,社会工作奖学金,84.90,85.88,23,2.30,95,61.64,20,0.00,19,8.00,18,4.00,8,5.00,21,0.00,13,暂无数据,暂无数据
5198,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100110,文体佳绩奖学金,84.90,85.88,23,2.30,95,61.64,20,0.00,19,8.00,18,4.00,8,5.00,21,0.00,13,暂无数据,暂无数据
5199,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100260,社会实践奖学金,85.07,86.00,21,2.38,94,61.60,21,3.00,6,8.00,18,0.00,15,0.00,28,0.50,9,暂无数据,暂无数据
5200,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100006,优秀学生奖学金（三等奖）,85.68,86.88,19,1.90,89,61.04,25,0.00,19,8.00,18,1.00,12,5.50,19,0.00,13,暂无数据,暂无数据
5201,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100133,社会工作奖学金,83.69,85.00,28,3.80,91,60.82,27,5.00,5,3.00,28,0.00,15,16.00,5,0.00,13,暂无数据,暂无数据
5202,公共管理学院（公共管理硕士专业学位教育中心）,劳保1701,劳动与社会保障,201721100133,科研创新奖学金,83.69,85.00,28,3.80,91,60.82,27,5.00,5,3.00,28,0.00,15,16.00,5,0.00,13,暂无数据,暂无数据
5203,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100022,优秀学生奖学金（一等奖）,91.60,91.83,2,12.80,99,69.07,1,0.00,6,30.00,2,0.00,13,20.50,2,25.00,1,暂无数据,暂无数据
5204,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100159,优秀学生奖学金（一等奖）,91.09,91.83,3,7.25,97,66.82,2,0.00,6,25.50,4,0.00,13,8.00,7,10.50,5,暂无数据,暂无数据
5205,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100233,国家励志奖学金,90.86,90.71,5,5.15,97,66.07,3,0.00,6,13.00,11,0.00,13,22.00,1,4.00,8,暂无数据,暂无数据
5206,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100123,优秀学生奖学金（二等奖）,91.03,91.44,4,4.62,97,66.00,4,0.00,6,16.00,9,2.00,7,18.00,3,0.50,10,暂无数据,暂无数据
5207,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100250,优秀学生奖学金（二等奖）,92.53,93.23,1,4.30,90,65.68,5,11.00,1,3.00,23,0.00,13,0.00,16,0.00,13,暂无数据,暂无数据
5208,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100027,优秀学生奖学金（二等奖）,88.44,88.91,10,7.92,96,65.42,6,0.00,6,39.00,1,6.00,3,0.50,14,4.50,7,暂无数据,暂无数据
5209,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100024,优秀学生奖学金（二等奖）,89.21,89.75,7,5.12,98,65.30,7,0.00,6,14.00,10,4.00,5,18.00,3,2.50,9,暂无数据,暂无数据
5210,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100199,优秀学生奖学金（三等奖）,89.22,89.87,6,3.82,94,64.32,8,0.00,6,13.00,11,12.50,1,0.00,16,0.00,13,暂无数据,暂无数据
5211,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100269,优秀学生奖学金（三等奖）,88.66,89.46,8,3.02,96,64.07,9,0.00,6,19.00,6,0.00,13,0.50,14,0.50,10,暂无数据,暂无数据
5212,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100160,优秀学生奖学金（三等奖）,88.60,89.39,9,1.20,96,63.49,10,0.00,6,8.00,15,0.00,13,0.00,16,0.00,13,暂无数据,暂无数据
5213,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100122,优秀学生奖学金（三等奖）,87.90,88.91,11,1.28,96,63.13,11,0.00,6,8.50,14,0.00,13,0.00,16,0.00,13,暂无数据,暂无数据
5214,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100274,优秀学生奖学金（三等奖）,86.67,87.60,15,3.85,95,63.07,12,0.00,6,18.00,7,1.00,9,10.00,5,0.00,13,暂无数据,暂无数据
5215,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100188,优秀学生奖学金（三等奖）,86.99,88.56,13,1.90,96,62.81,13,0.00,6,8.00,15,0.00,13,7.00,9,0.00,13,暂无数据,暂无数据
5216,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100218,优秀学生奖学金（三等奖）,85.89,86.91,16,5.82,92,62.79,14,0.00,6,0.00,29,5.00,4,7.00,9,17.50,2,暂无数据,暂无数据
5217,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100087,优秀学生奖学金（三等奖）,86.91,88.16,14,2.45,94,62.64,15,0.00,6,13.00,11,0.00,13,5.00,11,0.00,13,暂无数据,暂无数据
5218,公共管理学院（公共管理硕士专业学位教育中心）,劳动1701,劳动关系,201721100190,优秀学生奖学金（三等奖）,87.09,87.96,12,0.45,90,61.53,19,0.00,6,3.00,23,0.00,13,0.00,16,0.00,13,暂无数据,暂无数据
5219,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100175,国家奖学金,91.99,91.28,2,7.48,97,67.39,1,7.00,3,32.00,2,0.00,13,1.00,13,0.50,2,暂无数据,暂无数据
5220,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100040,优秀学生奖学金（一等奖）,90.95,91.30,4,7.30,99,67.06,2,0.00,17,36.00,1,7.00,2,8.50,4,0.00,7,暂无数据,暂无数据
5221,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100052,优秀学生奖学金（一等奖）,92.42,92.04,1,2.98,97,66.28,3,0.00,17,15.00,9,1.50,12,5.00,7,0.00,7,暂无数据,暂无数据
5222,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100009,国家励志奖学金,91.04,91.21,3,2.60,99,65.70,4,0.00,17,3.00,25,3.00,10,17.00,1,0.00,7,暂无数据,暂无数据
5223,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100240,优秀学生奖学金（二等奖）,88.25,88.29,8,7.40,98,65.46,5,13.00,1,10.00,15,9.00,1,0.00,14,0.00,7,暂无数据,暂无数据
5224,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100038,优秀学生奖学金（二等奖）,88.24,89.38,9,6.00,99,65.18,6,4.00,6,20.00,5,4.00,8,10.00,3,0.00,7,暂无数据,暂无数据
5225,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100210,优秀学生奖学金（二等奖）,88.90,89.17,6,4.90,98,65.07,7,5.00,4,15.00,9,6.00,3,0.00,14,0.00,7,暂无数据,暂无数据
5226,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100270,国家励志奖学金,89.00,88.96,5,3.30,97,64.49,8,3.00,9,15.00,9,0.00,13,0.00,14,0.00,7,暂无数据,暂无数据
5227,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100222,优秀学生奖学金（二等奖）,87.53,87.18,11,5.30,97,64.28,9,13.00,1,5.00,20,0.00,13,0.00,14,0.00,7,暂无数据,暂无数据
5228,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100252,优秀学生奖学金（三等奖）,87.35,87.92,12,3.40,100,64.06,10,0.00,17,15.00,9,5.00,6,4.00,10,0.00,7,暂无数据,暂无数据
5229,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100224,优秀学生奖学金（三等奖）,87.92,88.61,10,3.37,97,63.92,11,3.00,9,15.50,8,0.00,13,0.00,14,0.00,7,暂无数据,暂无数据
5230,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100070,优秀学生奖学金（三等奖）,86.69,86.61,15,5.18,97,63.78,12,3.00,9,27.50,3,0.00,13,0.00,14,0.00,7,暂无数据,暂无数据
5231,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100003,优秀学生奖学金（三等奖）,88.56,88.57,7,1.20,97,63.62,13,0.00,17,8.00,17,0.00,13,0.00,14,0.00,7,暂无数据,暂无数据
5232,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100004,优秀学生奖学金（三等奖）,86.13,87.05,17,3.80,97,63.06,14,4.00,6,16.00,7,0.00,13,0.00,14,0.00,7,暂无数据,暂无数据
5233,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100036,优秀学生奖学金（三等奖）,86.60,87.92,16,1.60,98,62.81,15,0.00,17,8.00,17,0.00,13,4.00,10,0.00,7,暂无数据,暂无数据
5234,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100195,优秀学生奖学金（三等奖）,87.33,88.33,13,0.75,97,62.81,15,0.00,17,5.00,20,0.00,13,0.00,14,0.00,7,暂无数据,暂无数据
5235,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100272,优秀学生奖学金（三等奖）,85.34,86.21,18,4.10,97,62.72,17,3.00,9,13.00,14,4.00,8,5.00,7,0.00,7,暂无数据,暂无数据
5236,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100211,优秀学生奖学金（三等奖）,86.73,87.04,14,1.15,97,62.60,18,0.00,17,5.00,20,0.00,13,4.00,10,0.00,7,暂无数据,暂无数据
5237,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100258,社会实践奖学金,82.69,83.88,28,4.12,99,61.57,22,5.00,4,3.00,25,5.00,6,10.50,2,0.50,2,暂无数据,暂无数据
5238,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100258,社会工作奖学金,82.69,83.88,28,4.12,99,61.57,22,5.00,4,3.00,25,5.00,6,10.50,2,0.50,2,暂无数据,暂无数据
5239,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100258,科研创新奖学金,82.69,83.88,28,4.12,99,61.57,22,5.00,4,3.00,25,5.00,6,10.50,2,0.50,2,暂无数据,暂无数据
5240,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100258,文体佳绩奖学金,82.69,83.88,28,4.12,99,61.57,22,5.00,4,3.00,25,5.00,6,10.50,2,0.50,2,暂无数据,暂无数据
5241,公共管理学院（公共管理硕士专业学位教育中心）,城管1701,城市管理,201721100041,社会实践奖学金,84.48,85.57,20,1.45,97,61.45,24,2.50,16,0.00,30,3.00,10,0.00,14,0.50,2,暂无数据,暂无数据
5242,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100095,优秀学生奖学金（一等奖）,89.55,90.83,9,2.70,97,64.61,12,0.00,5,6.50,4,1.50,57,15.00,12,0.00,31,暂无数据,暂无数据
5243,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100262,优秀学生奖学金（二等奖）,89.81,89.90,6,1.10,97,64.28,18,0.00,5,5.00,5,1.00,67,2.00,80,0.00,31,暂无数据,暂无数据
5244,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100111,优秀学生奖学金（二等奖）,88.35,88.82,23,3.45,97,64.18,22,0.00,5,5.00,5,0.00,107,2.00,80,10.00,5,暂无数据,暂无数据
5245,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100159,优秀学生奖学金（三等奖）,88.55,88.95,19,0.48,97,63.40,40,0.00,5,0.00,47,2.00,48,0.50,96,0.50,15,暂无数据,暂无数据
5246,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100074,优秀学生奖学金（三等奖）,87.13,87.55,46,2.90,97,63.34,44,0.00,5,5.00,5,1.00,67,20.00,4,0.00,31,暂无数据,暂无数据
5247,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100124,优秀学生奖学金（三等奖）,88.41,89.09,21,0.15,97,63.22,49,0.00,5,0.00,47,1.00,67,0.00,102,0.00,31,暂无数据,暂无数据
5248,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100102,紫光励学金,87.71,87.67,33,0.10,97,62.82,55,0.00,5,0.00,47,0.00,107,1.00,90,0.00,31,暂无数据,暂无数据
5249,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100220,优秀学生奖学金（三等奖）,86.23,86.83,64,2.45,97,62.71,60,0.00,5,5.00,5,8.00,11,5.00,59,0.00,31,暂无数据,暂无数据
5250,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100163,优秀学生奖学金（三等奖）,87.29,88.22,41,0.25,97,62.63,63,0.00,5,0.00,47,1.00,67,1.00,90,0.00,31,暂无数据,暂无数据
5251,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100139,优秀学生奖学金（三等奖）,86.68,86.67,56,0.60,97,62.40,66,0.00,5,0.00,47,4.00,22,0.00,102,0.00,31,暂无数据,暂无数据
5252,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100152,优秀学生奖学金（三等奖）,86.05,87.68,68,1.72,97,62.39,68,0.00,5,0.00,47,3.50,26,12.00,21,0.00,31,暂无数据,暂无数据
5253,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201828100132,优秀学生奖学金（三等奖）,86.42,86.96,61,0.75,97,62.31,69,0.00,5,0.00,47,1.00,67,6.00,48,0.00,31,暂无数据,暂无数据
5254,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100248,优秀学生奖学金（三等奖）,86.31,87.23,63,0.35,97,62.13,75,0.00,5,0.00,47,1.00,67,2.00,80,0.00,31,暂无数据,暂无数据
5255,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100157,优秀学生奖学金（三等奖）,85.31,85.86,76,0.70,97,61.68,78,0.00,5,0.00,47,1.00,67,5.50,55,0.00,31,暂无数据,暂无数据
5256,公共管理学院（公共管理硕士专业学位教育中心）,公管1801,公共管理类,201821100216,优秀学生奖学金（三等奖）,85.59,85.91,74,0.00,97,61.62,82,0.00,5,0.00,47,0.00,107,0.00,102,0.00,31,暂无数据,暂无数据
5257,公共管理学院（公共管理硕士专业学位教育中心）,公管1802,公共管理类,201821100043,国家奖学金,91.56,92.33,1,3.40,100,66.38,3,0.00,5,0.00,47,14.50,3,11.00,24,0.50,15,暂无数据,暂无数据
5258,公共管理学院（公共管理硕士专业学位教育中心）,公管1802,公共管理类,201821100140,国家励志奖学金,89.75,90.75,7,2.90,100,65.23,7,0.00,5,5.00,5,5.00,19,14.00,17,0.00,31,暂无数据,暂无数据
